Date,ATVI,GOOGL,GOOG,T,CHTR,CMCSA,DISCA,DISCK,DISH,EA,FB,FOXA,FOX,IPG,LYV,NFLX,NWSA,TMUS,TTWO,DIS,TWTR,VZ,VIAC
2019-11-21,53.34,1300.14,1301.35,34.58,474.65,43.19,32.14,29.89,35.91,98.88,197.93,35.15,34.24,20.91,66.16,311.69,12.36,77.70,122.54,146.03,29.79,56.51,
2019-11-22,52.69,1293.67,1295.34,34.72,468.50,43.62,32.53,30.31,36.30,99.06,198.82,35.11,34.34,20.76,67.59,310.48,12.50,78.59,119.48,147.41,30.03,56.64,
2019-11-25,53.38,1305.64,1306.69,34.27,466.06,42.21,32.33,29.97,35.48,99.67,199.79,35.13,34.31,20.93,69.03,315.55,12.65,78.00,119.36,148.80,30.54,56.29,
2019-11-26,53.82,1313.00,1313.55,34.40,467.31,42.40,33.36,30.98,34.86,99.15,198.97,35.38,34.65,20.97,69.65,312.49,12.83,78.45,120.44,150.74,30.96,56.77,
2019-11-27,54.12,1312.13,1312.99,34.64,473.78,43.25,33.12,30.65,34.74,100.66,202.00,35.23,34.49,21.16,70.47,315.93,12.86,78.98,121.58,150.58,31.17,56.97,
2019-11-29,54.47,1304.09,1304.96,34.38,470.01,42.99,32.94,30.52,34.17,100.88,201.64,35.21,34.44,21.27,69.81,314.66,12.67,78.55,121.35,150.68,30.91,57.10,
2019-12-02,53.88,1288.86,1289.92,34.32,470.33,42.48,32.74,30.34,33.66,100.27,199.70,35.05,34.28,21.08,69.01,309.99,12.67,77.64,120.73,149.72,30.42,56.84,
2019-12-03,54.23,1294.74,1295.28,34.53,469.86,42.50,32.13,29.98,33.38,101.14,198.82,34.65,33.82,21.16,69.16,306.16,12.46,78.01,123.11,147.70,29.97,57.01,
2019-12-04,53.53,1318.94,1320.54,35.04,462.05,42.36,32.20,29.93,33.47,100.50,198.71,34.95,34.10,21.01,69.48,304.32,12.63,78.34,121.96,147.40,30.00,57.38,
2019-12-05,54.63,1326.96,1328.13,35.12,467.27,42.88,32.08,29.87,33.60,101.98,199.36,34.95,34.10,21.16,70.13,302.86,12.79,76.94,123.97,146.56,30.04,57.65,39.25
2019-12-06,54.85,1339.39,1340.62,35.13,467.85,43.07,32.04,29.89,33.59,103.09,201.05,34.88,34.07,21.36,70.48,307.35,12.99,77.74,123.73,146.78,30.19,58.00,38.15
2019-12-09,54.03,1342.99,1343.56,34.99,468.66,42.73,32.02,29.93,33.51,101.89,201.34,35.07,34.25,21.26,69.05,302.50,13.01,75.87,120.06,145.34,30.21,57.83,37.12
2019-12-10,55.57,1342.89,1344.66,35.00,461.71,41.64,32.24,29.99,33.53,101.70,200.87,35.26,34.38,21.26,69.60,293.12,12.99,75.02,122.29,145.23,29.84,58.04,36.14
2019-12-11,56.11,1344.25,1345.02,35.10,465.87,40.96,32.09,29.92,33.89,103.06,202.26,35.60,34.74,21.55,69.44,298.93,13.09,74.62,122.40,146.71,30.55,57.90,35.82
2019-12-12,58.18,1348.49,1350.27,35.27,469.60,41.88,32.36,30.10,34.23,104.95,196.75,36.28,35.40,21.90,69.43,298.44,13.56,74.89,125.27,146.88,30.30,57.99,36.29
2019-12-13,58.27,1346.87,1347.83,35.19,475.27,42.43,32.34,30.06,34.13,104.41,194.11,36.21,35.31,21.87,64.34,298.50,13.37,75.47,121.82,146.38,30.39,57.64,37.12
2019-12-16,58.23,1360.70,1361.17,35.49,470.23,42.38,32.35,30.09,34.47,105.58,197.92,36.24,35.34,21.74,63.56,304.21,13.51,75.47,122.71,148.46,30.97,58.04,38.18
2019-12-17,57.88,1354.89,1355.12,35.41,471.13,42.25,32.37,30.09,34.47,105.61,198.39,36.59,35.68,21.42,62.91,315.48,13.56,75.49,122.57,147.73,30.70,58.29,38.69
2019-12-18,58.63,1351.91,1352.62,35.63,466.52,42.05,32.35,30.09,35.61,106.94,202.50,36.36,35.44,21.37,63.95,320.80,13.83,76.31,122.46,146.26,31.68,57.69,39.53
2019-12-19,58.74,1356.44,1356.04,35.80,475.67,42.49,32.76,30.39,35.80,107.20,206.06,36.43,35.49,21.64,69.83,332.22,13.69,77.22,121.82,146.15,32.03,57.64,40.30
2019-12-20,58.83,1351.22,1349.59,36.01,476.22,42.93,32.95,30.78,36.06,107.81,206.30,36.60,35.66,21.88,71.55,336.90,13.72,77.40,123.61,146.88,32.13,58.84,40.72
2019-12-23,58.51,1350.63,1348.84,35.93,480.72,42.94,32.90,30.57,35.75,107.65,206.18,36.88,36.06,21.87,70.44,333.10,13.77,76.96,122.12,144.68,32.43,58.20,40.53
2019-12-24,58.43,1344.43,1343.56,35.83,480.86,43.36,33.03,30.80,35.82,108.41,205.12,36.73,35.94,21.86,70.61,333.20,13.75,77.32,123.93,145.29,32.50,58.09,40.36
2019-12-26,58.51,1362.47,1360.40,36.02,485.73,43.78,33.28,30.93,36.13,108.37,207.79,36.99,36.23,21.98,71.54,332.63,13.94,77.40,123.99,145.70,32.63,58.10,40.98
2019-12-27,58.80,1354.64,1351.89,36.09,483.69,43.91,33.13,30.76,35.95,108.29,208.10,36.84,36.16,21.90,71.65,329.09,13.92,77.24,124.47,145.75,32.55,58.33,40.11
2019-12-30,58.50,1339.71,1336.14,35.90,483.08,43.99,32.76,30.51,35.39,106.79,204.41,36.51,35.88,21.92,71.21,323.31,13.84,78.08,122.35,143.77,32.03,58.02,39.85
2019-12-31,59.03,1339.39,1337.02,35.94,485.08,43.78,32.74,30.49,35.47,107.37,205.25,36.50,35.84,21.94,71.47,323.57,13.91,78.42,122.43,144.63,32.05,58.20,40.32
2020-01-02,58.27,1368.68,1367.37,35.74,490.43,44.17,32.22,30.19,35.74,107.20,209.78,36.50,35.90,21.57,71.89,329.81,14.20,78.59,122.08,148.20,32.30,57.87,40.43
2020-01-03,58.29,1361.52,1360.66,35.92,494.47,43.82,32.03,30.02,35.88,107.06,208.67,36.10,35.54,21.59,71.64,325.90,14.16,78.17,122.21,146.50,31.52,57.26,39.82
2020-01-06,59.35,1397.81,1394.21,35.96,497.45,43.49,31.96,29.96,35.64,108.64,212.60,36.01,35.46,21.78,71.74,335.83,14.13,78.62,124.69,145.65,31.64,57.13,40.40
2020-01-07,59.95,1395.11,1393.34,36.10,499.16,43.95,32.07,29.99,35.54,108.25,213.06,36.50,35.91,21.82,70.91,330.75,14.26,78.92,125.51,145.70,32.54,56.50,40.47
2020-01-08,59.49,1405.04,1404.32,36.21,500.77,44.40,32.11,30.15,35.49,109.34,215.22,36.54,35.86,21.88,71.69,339.26,14.30,79.42,127.82,145.40,33.05,56.60,40.22
2020-01-09,58.95,1419.79,1419.83,36.16,507.28,44.52,32.25,30.24,35.58,109.21,218.30,36.61,35.94,22.00,71.98,335.66,14.19,79.81,128.02,144.83,33.22,56.37,39.20
2020-01-10,58.56,1428.96,1429.73,35.95,505.03,44.00,31.85,29.88,35.36,108.45,218.06,36.16,35.53,21.96,71.28,329.05,14.12,79.00,126.76,144.62,32.78,56.50,38.72
2020-01-13,58.85,1440.03,1439.23,35.51,510.15,44.80,31.79,29.81,36.06,109.67,221.91,36.42,35.74,22.19,72.36,338.92,14.33,79.40,128.45,143.88,32.69,56.65,39.19
2020-01-14,59.66,1430.59,1430.88,35.50,509.62,45.03,31.90,29.97,36.59,109.43,219.06,36.69,35.98,22.44,72.54,338.69,14.43,79.80,126.93,145.20,32.82,56.55,38.74
2020-01-15,59.25,1439.20,1439.20,35.30,515.40,45.27,32.24,30.29,36.66,109.46,221.15,36.90,36.22,22.60,74.20,339.07,14.55,80.27,126.61,144.32,33.23,56.61,38.13
2020-01-16,60.04,1450.16,1451.70,35.44,508.78,45.85,32.77,30.60,36.82,111.11,221.77,38.51,37.64,22.55,74.66,338.62,14.67,81.44,127.64,145.12,34.19,57.15,38.46
2020-01-17,60.84,1479.52,1480.39,35.77,502.73,46.47,32.43,30.48,36.79,112.78,222.14,38.74,37.98,22.94,75.54,339.67,14.67,82.15,130.01,144.33,34.22,57.59,37.93
2020-01-21,61.02,1482.25,1484.40,35.90,503.59,46.27,31.97,30.09,36.75,112.26,221.44,38.50,37.82,22.84,74.91,338.11,14.25,82.03,130.39,143.56,34.09,57.78,37.20
2020-01-22,59.93,1483.87,1485.95,36.39,510.50,46.41,32.03,30.10,36.75,112.94,221.32,38.49,37.81,22.51,74.65,326.00,14.21,82.49,130.11,144.01,34.02,57.93,36.93
2020-01-23,59.74,1484.69,1486.65,36.00,513.14,44.66,30.45,28.74,36.89,113.33,219.76,36.91,36.33,22.36,74.35,349.60,14.12,82.18,129.07,142.20,33.89,57.96,35.53
2020-01-24,59.01,1466.17,1466.71,35.88,504.67,43.62,30.32,28.65,36.74,112.18,217.94,36.05,35.48,22.23,72.02,353.16,13.71,81.58,125.28,140.08,33.19,57.74,34.38
2020-01-27,57.94,1431.73,1433.90,35.65,504.08,43.04,30.20,28.54,36.75,110.41,214.87,36.31,35.81,22.00,70.90,342.88,13.44,80.72,123.07,135.90,32.78,57.38,33.75
2020-01-28,59.64,1450.50,1452.56,35.96,499.34,43.08,30.52,28.93,36.75,111.75,217.79,36.57,36.05,22.06,72.01,348.52,13.29,81.66,125.97,138.37,33.42,58.14,33.97
2020-01-29,60.01,1456.70,1458.63,34.53,490.74,42.38,29.70,28.23,36.75,112.06,223.23,36.02,35.43,21.86,70.57,343.16,13.15,80.26,125.91,136.06,33.63,57.02,33.32
2020-01-30,60.49,1454.25,1455.84,34.88,492.98,43.18,29.92,28.38,37.10,111.49,209.53,36.46,35.90,22.03,70.65,347.74,13.43,80.94,127.43,137.81,33.22,56.86,32.84
2020-01-31,58.10,1432.78,1434.23,35.06,517.46,42.25,29.26,27.77,36.76,107.78,201.91,36.51,35.77,21.56,68.16,345.09,13.40,79.19,124.64,138.31,32.48,56.93,32.79
2020-02-03,57.83,1482.60,1485.94,34.45,532.05,41.73,29.15,27.68,36.75,104.90,204.19,37.01,36.26,21.63,68.60,358.00,13.42,79.46,124.35,141.32,33.07,55.60,31.78
2020-02-04,58.82,1445.41,1447.07,35.07,531.75,43.32,29.74,28.26,36.78,106.93,209.83,37.45,36.82,21.72,70.99,369.01,13.58,81.51,126.93,144.73,33.96,55.83,32.25
2020-02-05,58.47,1446.05,1448.23,35.24,522.18,43.62,30.63,29.07,37.94,107.68,210.11,38.08,37.34,22.34,70.81,369.67,13.86,81.79,120.76,141.37,33.39,56.64,32.99
2020-02-06,59.87,1475.97,1476.23,35.83,526.56,43.63,30.05,28.54,36.90,109.85,210.85,36.54,35.94,22.04,72.25,366.95,14.23,82.77,127.74,142.70,38.41,56.93,33.24
2020-02-07,61.13,1479.11,1479.23,35.84,525.21,43.77,29.79,28.35,36.78,108.94,212.33,36.43,35.81,21.86,72.19,366.77,13.96,85.44,112.60,141.02,37.03,57.41,33.34
2020-02-10,61.23,1508.66,1508.68,35.73,530.34,43.69,29.83,28.36,36.85,108.56,213.06,36.73,36.21,22.00,72.89,371.07,13.54,84.53,111.00,142.59,35.96,57.70,32.86
2020-02-11,60.79,1510.06,1508.79,35.57,530.94,43.81,30.21,28.65,39.48,108.89,207.19,36.56,36.04,22.08,73.11,373.69,13.90,94.49,112.39,141.01,35.65,56.21,33.59
2020-02-12,62.39,1518.63,1518.27,35.45,534.00,45.02,30.35,28.86,40.11,109.57,210.76,37.09,36.59,23.72,74.10,380.01,14.20,95.67,114.02,141.85,36.79,55.77,33.90
2020-02-13,62.18,1513.39,1514.66,35.71,534.73,45.07,30.33,28.90,40.18,108.70,213.14,37.42,36.94,23.80,73.15,381.40,14.16,95.14,112.21,140.90,37.16,56.18,33.60
2020-02-14,63.10,1518.73,1520.74,35.65,534.89,45.09,30.21,28.73,39.97,109.54,214.18,37.22,36.73,23.24,74.02,380.40,14.36,96.48,113.43,139.54,36.91,56.04,33.60
2020-02-18,63.32,1519.44,1519.67,35.66,537.60,45.14,30.30,28.87,41.29,109.31,217.80,37.20,36.65,23.61,74.13,387.78,14.26,99.88,113.43,139.14,38.06,55.47,33.72
2020-02-19,63.95,1524.87,1526.69,35.83,542.46,44.97,30.48,29.03,41.25,109.63,217.49,37.45,36.95,23.73,76.08,386.19,14.37,100.49,113.54,141.30,38.77,55.76,34.26
2020-02-20,63.58,1516.99,1518.15,35.98,539.22,45.02,29.98,28.60,41.00,109.05,214.58,36.46,35.98,23.68,75.66,386.00,14.31,99.50,115.13,140.37,39.05,55.64,28.14
2020-02-21,62.97,1483.46,1485.11,35.93,535.34,44.82,29.21,27.93,40.73,107.87,210.18,35.44,34.95,23.18,74.19,380.07,14.11,98.57,116.03,138.97,38.31,55.74,27.15
2020-02-24,61.90,1419.86,1421.59,35.46,528.70,43.63,28.31,27.13,38.36,106.89,200.72,34.16,33.74,22.76,68.26,368.70,13.39,96.37,113.02,133.01,35.89,55.54,25.87
2020-02-25,59.12,1386.32,1388.45,34.81,517.99,42.23,27.42,26.30,37.62,105.24,196.77,32.70,32.32,21.99,62.79,360.09,12.65,94.58,110.97,128.19,35.21,54.71,24.36
2020-02-26,58.98,1390.47,1393.18,34.58,518.09,41.30,26.47,25.42,36.32,106.40,197.20,32.29,31.90,21.83,60.76,379.24,12.13,93.65,109.47,123.36,34.63,54.73,23.48
2020-02-27,57.95,1314.95,1318.09,33.30,508.55,40.16,24.67,23.79,33.48,102.60,189.75,30.86,30.51,20.70,57.75,371.71,11.74,91.24,107.84,118.04,33.01,52.74,22.95
2020-02-28,57.75,1339.25,1339.33,32.83,493.17,39.55,25.70,25.10,33.52,101.24,192.47,30.27,29.98,20.53,60.77,369.03,11.88,90.16,107.48,117.65,33.20,51.88,23.64
2020-03-02,60.19,1386.32,1389.11,34.65,497.13,41.59,26.40,25.17,34.33,106.75,196.44,31.62,31.30,20.94,57.96,381.05,12.23,93.29,112.06,119.98,35.82,54.90,23.35
2020-03-03,58.37,1337.72,1341.39,33.83,495.03,40.54,26.24,25.08,32.82,106.56,185.89,30.73,30.46,20.38,57.61,368.77,11.65,89.37,111.22,116.45,34.93,53.35,22.17
2020-03-04,62.14,1381.60,1386.52,35.58,522.84,41.57,26.51,25.11,33.87,111.68,191.76,30.67,30.42,20.72,59.77,383.79,11.58,93.81,119.42,119.18,36.00,55.67,22.19
2020-03-05,61.12,1314.76,1319.04,34.65,505.14,39.88,25.23,23.82,31.43,110.06,185.17,29.20,28.88,19.90,55.45,372.78,10.89,89.86,117.27,113.98,34.97,54.75,20.63
2020-03-06,59.58,1295.74,1298.41,34.51,496.72,39.49,25.44,24.07,29.21,107.53,181.09,28.60,28.28,19.26,53.00,368.97,10.84,87.86,117.69,115.27,33.46,54.47,20.72
2020-03-09,56.98,1215.79,1215.56,32.33,463.21,37.05,23.65,22.54,24.93,100.80,169.50,27.25,26.91,17.52,47.26,346.49,9.97,79.75,113.88,104.35,32.46,53.47,18.41
2020-03-10,60.31,1275.17,1280.39,33.41,476.76,38.25,25.08,23.82,26.34,103.24,178.19,28.87,28.52,18.10,50.36,364.13,10.73,84.98,118.75,111.46,34.31,54.14,19.72
2020-03-11,58.94,1210.90,1215.41,32.17,450.65,37.08,24.06,22.99,23.58,101.05,170.24,27.55,27.29,17.31,42.01,349.92,10.02,86.45,119.05,105.51,31.30,52.52,19.02
2020-03-12,54.20,1111.55,1114.91,29.20,427.54,34.18,22.28,21.19,19.85,93.23,154.47,26.00,25.35,14.66,36.20,315.25,9.16,76.76,108.36,91.81,26.78,49.04,15.50
2020-03-13,58.65,1214.27,1219.73,32.13,454.19,38.47,22.89,21.29,21.59,96.93,170.28,25.93,25.17,16.44,42.85,336.30,10.40,85.39,116.62,102.52,29.29,51.88,15.99
2020-03-16,52.42,1073.00,1084.33,29.65,389.11,35.25,20.63,18.90,18.79,88.55,146.01,23.81,23.00,14.58,36.31,298.84,10.07,76.53,108.01,95.01,24.04,48.84,13.27
2020-03-17,55.79,1118.06,1119.80,31.45,393.02,37.39,21.51,19.53,20.88,95.28,149.42,24.93,23.59,14.87,33.92,319.75,10.81,78.35,116.47,93.53,24.48,52.02,12.42
2020-03-18,55.23,1091.19,1096.80,30.62,381.52,34.90,19.88,17.64,18.74,90.09,146.96,22.16,21.23,14.13,29.50,315.47,9.82,74.32,106.62,88.80,22.00,52.03,11.91
2020-03-19,53.78,1111.67,1115.29,29.03,393.06,35.16,21.22,18.89,21.87,89.94,153.13,22.63,21.76,13.55,32.92,332.03,9.61,79.45,106.36,94.93,24.13,51.36,12.31
2020-03-20,51.71,1068.21,1072.32,26.52,371.70,32.64,18.76,16.87,19.97,86.82,149.73,20.82,19.88,12.03,33.97,332.83,8.96,74.55,100.15,85.98,23.95,49.61,11.67
2020-03-23,56.10,1054.13,1056.62,24.95,381.78,33.43,18.49,16.46,18.15,95.34,148.10,20.03,19.65,12.38,37.33,360.27,8.18,75.70,109.82,85.76,24.69,48.19,11.00
2020-03-24,54.07,1130.01,1134.46,26.18,419.40,33.89,20.03,18.08,20.74,94.17,160.98,22.11,21.47,14.19,42.94,357.32,8.62,78.65,112.22,98.12,25.85,47.88,14.38
2020-03-25,52.52,1101.62,1102.49,26.47,420.77,32.84,21.06,18.82,20.64,89.52,156.21,23.94,23.15,14.46,45.90,342.39,8.66,79.17,109.72,100.73,25.97,47.83,14.37
2020-03-26,57.34,1162.92,1161.75,28.52,454.17,35.94,20.93,18.75,22.32,99.07,163.34,24.76,24.40,15.99,45.94,362.99,9.10,84.63,115.25,105.36,26.41,51.28,13.64
2020-03-27,56.59,1110.26,1110.71,27.81,439.70,33.82,19.03,17.16,20.98,95.24,156.79,22.32,21.86,14.62,47.15,357.12,8.47,81.72,111.70,96.40,25.29,50.54,12.47
2020-03-30,58.09,1146.31,1146.82,28.17,450.78,34.72,20.01,17.95,20.73,97.56,165.95,24.11,23.57,15.57,45.23,370.96,8.76,83.12,118.51,99.80,25.59,52.46,13.74
2020-03-31,59.09,1161.95,1162.81,27.17,436.31,33.85,19.44,17.54,19.99,100.04,166.80,23.43,22.69,15.56,45.46,375.50,8.92,83.90,118.61,96.60,24.56,51.46,13.66
2020-04-01,57.12,1102.10,1105.62,26.14,424.03,31.92,19.45,17.64,18.70,97.40,159.60,22.16,21.39,13.97,38.88,364.08,8.58,85.13,116.33,94.92,23.32,50.69,12.46
2020-04-02,60.38,1117.03,1120.84,26.80,435.66,33.84,18.68,17.07,18.96,102.15,158.19,22.48,21.66,13.81,33.95,370.08,8.15,84.41,119.51,96.97,23.02,52.92,12.44
2020-04-03,59.59,1092.70,1097.88,25.59,433.80,33.43,18.36,16.84,18.98,102.69,154.18,22.12,21.41,13.05,33.57,361.76,8.13,81.98,118.49,93.88,23.09,52.39,12.12
2020-04-06,61.20,1183.19,1186.92,27.44,459.55,35.67,19.65,18.08,21.11,106.37,165.55,24.85,24.25,14.43,34.51,379.96,8.87,86.09,121.29,99.58,24.93,54.31,13.59
2020-04-07,59.48,1182.56,1186.51,28.03,451.75,36.37,20.67,18.71,20.77,106.18,168.83,25.28,24.76,14.79,37.85,372.28,8.73,86.51,120.06,101.24,25.61,54.58,14.32
2020-04-08,60.67,1207.00,1210.28,28.35,463.93,37.10,21.58,19.43,21.78,106.66,174.28,26.08,25.61,15.28,37.76,371.12,8.89,86.85,119.10,101.07,27.86,55.36,15.41
2020-04-09,60.06,1206.57,1211.45,29.14,466.64,37.41,22.32,20.14,23.07,105.66,175.19,25.78,25.43,15.64,38.27,370.72,9.43,85.90,119.40,104.50,27.77,55.61,16.15
2020-04-13,62.34,1210.41,1217.56,28.63,469.70,36.62,21.99,19.85,22.00,109.15,174.79,25.78,25.19,15.41,39.41,396.72,9.33,86.17,120.00,103.50,27.21,54.86,15.66
2020-04-14,63.28,1265.23,1269.23,29.52,489.57,37.93,22.30,20.24,22.31,111.88,178.17,26.29,25.79,15.42,41.96,413.55,9.35,89.62,122.78,106.03,27.94,56.29,15.86
2020-04-15,65.71,1257.30,1262.47,28.54,496.32,36.59,21.35,19.44,21.09,113.36,176.97,25.49,24.96,14.13,38.47,426.75,8.87,88.54,123.50,103.37,27.51,55.11,14.82
2020-04-16,68.05,1257.43,1263.47,28.60,496.35,37.25,21.47,19.52,21.34,117.94,176.25,25.33,24.92,13.96,36.40,439.17,8.38,90.27,126.82,102.02,26.55,55.82,14.27
2020-04-17,66.88,1279.00,1283.25,29.62,499.42,37.49,22.14,20.20,22.52,115.00,179.24,26.65,26.01,14.47,38.35,422.96,8.84,90.99,124.44,106.63,26.70,56.60,15.41
2020-04-20,66.50,1261.15,1266.61,29.38,498.67,36.64,21.70,19.74,22.21,115.26,178.24,25.84,25.48,14.15,36.66,437.49,8.71,89.94,125.35,102.26,27.01,56.28,15.13
2020-04-21,65.72,1212.16,1216.34,28.33,490.78,35.16,20.78,19.01,21.57,113.12,170.80,25.33,24.84,13.48,36.47,433.83,8.38,87.22,125.73,100.54,25.75,55.01,14.77
2020-04-22,66.98,1258.41,1263.21,27.95,496.08,35.18,20.37,18.56,22.38,114.42,182.28,24.57,24.39,13.49,36.35,421.42,8.38,90.16,127.44,100.99,28.44,56.14,14.56
2020-04-23,65.88,1271.17,1276.31,27.98,499.12,35.53,20.39,18.60,22.88,114.31,185.13,24.65,24.25,14.13,39.45,426.70,8.62,90.34,124.55,101.00,27.86,55.75,15.13
2020-04-24,66.65,1276.60,1279.31,28.18,508.55,36.59,21.02,19.14,23.40,116.16,190.07,24.63,24.32,14.16,38.24,424.99,8.77,90.80,127.88,101.19,28.74,56.08,15.24
2020-04-27,67.06,1270.86,1275.88,28.96,508.44,37.62,22.75,20.70,24.37,115.87,187.50,26.17,25.79,15.12,42.01,421.38,9.40,90.91,125.93,106.06,30.00,55.97,16.56
2020-04-28,63.86,1232.59,1233.67,29.07,497.16,37.49,23.42,21.29,24.53,111.20,182.91,26.92,26.75,15.90,43.64,403.83,9.75,87.94,120.51,106.21,28.79,55.99,17.02
2020-04-29,64.79,1342.18,1341.48,29.81,494.67,38.40,24.73,22.50,25.55,112.63,194.19,28.14,27.72,17.31,46.53,411.89,10.43,89.31,121.18,112.25,31.09,56.27,18.52
2020-04-30,63.73,1346.70,1348.66,28.90,495.23,37.05,22.42,20.41,25.02,114.11,204.71,25.66,25.35,16.32,44.87,419.85,9.85,87.80,121.05,108.15,28.68,55.62,16.83
2020-05-01,64.72,1317.32,1320.61,28.36,509.64,36.41,21.67,19.54,23.99,113.12,202.27,25.22,24.81,15.79,41.17,415.27,9.42,86.20,122.65,105.50,27.84,55.02,16.05
2020-05-04,66.70,1322.90,1326.80,28.07,515.73,35.66,21.87,19.93,23.60,116.67,205.26,24.79,24.43,15.25,41.83,428.15,9.58,88.96,124.91,103.18,28.23,54.45,15.70
2020-05-05,68.53,1349.02,1351.11,28.21,513.44,35.49,21.25,19.36,24.31,119.45,207.07,23.90,23.65,15.17,40.25,424.68,9.49,88.97,125.28,101.06,28.07,54.71,14.88
2020-05-06,72.87,1345.43,1347.30,27.30,503.96,34.60,20.85,19.04,22.90,115.17,208.47,24.61,24.41,15.59,38.49,434.26,9.61,86.59,127.73,100.88,27.68,53.87,14.51
2020-05-07,73.10,1369.28,1372.56,27.40,514.25,35.03,20.53,18.87,23.35,116.64,211.26,25.04,24.80,15.63,39.37,436.53,9.59,95.29,128.78,105.57,28.77,53.81,16.01
2020-05-08,73.14,1384.34,1388.37,28.25,515.28,35.97,21.09,19.35,25.73,116.46,212.35,25.79,25.52,16.64,41.96,435.55,10.86,98.52,129.85,109.16,29.93,55.18,17.63
2020-05-11,75.46,1403.59,1403.26,27.86,510.74,35.60,20.33,18.49,25.93,117.21,213.18,25.46,25.24,16.04,40.59,440.52,10.63,96.72,132.59,107.77,29.69,54.60,17.59
2020-05-12,72.25,1375.18,1375.74,27.40,501.93,34.81,19.78,17.92,25.16,116.22,210.10,25.15,24.68,15.50,38.16,431.82,10.52,94.61,131.62,104.56,29.15,53.69,17.80
2020-05-13,73.67,1348.33,1349.33,26.64,498.30,34.43,19.13,17.34,23.72,116.74,205.10,24.32,23.86,14.54,37.45,438.27,10.54,92.78,131.38,102.92,28.13,53.10,16.43
2020-05-14,72.96,1356.86,1356.13,27.11,497.44,35.21,20.54,18.50,24.62,116.96,206.81,25.56,24.91,14.76,39.19,441.95,10.66,94.91,131.53,105.91,28.56,53.16,16.73
2020-05-15,73.92,1373.06,1373.19,26.85,503.39,35.37,20.47,18.72,24.71,117.97,210.88,25.84,25.29,14.77,40.06,454.19,10.80,97.32,132.54,109.05,29.00,52.97,16.87
2020-05-18,72.88,1385.18,1383.94,27.93,517.79,37.50,21.28,19.30,26.74,116.96,213.19,27.24,26.63,15.97,46.15,452.58,11.09,101.90,135.53,116.85,29.64,53.94,18.58
2020-05-19,73.03,1374.40,1373.48,27.47,520.44,37.62,21.05,19.14,26.76,118.38,216.88,27.34,26.72,15.42,44.87,451.04,11.03,98.60,142.24,114.37,29.88,52.65,19.15
2020-05-20,73.78,1409.16,1406.72,28.06,512.80,38.57,21.17,19.11,28.34,119.39,229.97,27.58,27.14,16.02,47.73,447.67,11.38,98.14,146.84,119.92,32.23,52.53,19.14
2020-05-21,72.47,1406.75,1402.80,28.23,516.96,38.35,20.67,18.65,28.56,117.20,231.39,27.39,27.00,15.69,45.53,436.25,11.31,94.39,138.19,117.83,32.34,52.25,19.35
2020-05-22,73.08,1413.24,1410.42,28.34,512.90,38.14,20.30,18.36,29.56,119.66,234.91,27.57,27.14,15.84,46.49,429.32,11.44,95.80,140.51,118.02,32.62,52.37,19.10
2020-05-26,70.00,1421.37,1417.02,29.23,509.85,38.91,21.92,19.79,30.88,116.48,232.20,28.79,28.35,16.85,49.69,414.77,11.80,95.57,130.20,120.95,34.01,52.57,19.86
2020-05-27,70.15,1420.28,1417.84,30.21,525.11,39.32,22.62,20.53,31.08,117.22,229.14,29.41,29.06,17.48,51.70,419.89,12.01,97.20,134.52,121.53,33.07,53.38,21.46
2020-05-28,70.22,1418.24,1416.73,29.46,534.67,38.94,21.97,19.93,31.19,121.19,225.46,28.69,28.42,16.76,49.01,413.44,11.80,99.22,134.07,116.75,31.60,53.94,20.67
2020-05-29,71.98,1433.52,1428.92,29.27,544.00,38.99,21.75,19.59,31.65,122.72,225.09,28.93,28.54,16.69,49.16,419.73,12.17,100.04,136.17,117.30,30.97,55.55,20.22
2020-06-01,72.99,1434.87,1431.82,29.33,541.30,39.56,21.95,19.85,32.63,122.62,231.91,29.30,28.90,17.04,50.66,425.92,12.11,99.70,136.22,118.77,31.89,54.00,20.99
2020-06-02,72.98,1442.31,1439.22,29.39,545.22,40.15,21.83,19.68,32.45,122.20,232.72,29.06,28.63,17.12,50.53,427.31,12.17,100.41,134.60,118.75,32.26,54.60,21.30
2020-06-03,69.92,1439.25,1436.38,29.88,547.30,40.66,22.27,20.22,33.93,117.77,230.16,30.52,29.97,17.85,53.91,421.97,12.83,101.21,129.30,122.18,34.88,55.02,22.15
2020-06-04,69.81,1414.30,1412.18,30.16,540.03,40.65,23.09,20.86,34.74,117.02,226.29,30.28,29.70,18.15,53.47,414.33,12.71,100.17,127.59,123.69,33.72,55.40,23.52
2020-06-05,69.43,1440.02,1438.39,31.08,530.72,41.44,24.78,22.35,35.82,118.16,230.77,30.60,30.00,18.87,56.96,419.60,12.88,101.13,128.91,124.82,34.87,55.90,24.20
2020-06-08,70.73,1448.04,1446.61,31.52,540.36,42.46,26.15,23.42,37.32,119.35,231.40,32.21,31.42,19.73,57.09,419.49,13.27,104.46,134.80,127.28,36.64,56.24,27.80
2020-06-09,72.00,1452.08,1456.16,30.94,531.57,41.50,23.88,21.52,35.28,120.91,238.67,30.56,30.08,18.76,53.42,434.05,12.80,103.19,134.41,123.89,35.92,56.02,25.37
