Date,ATVI,GOOGL,GOOG,T,CHTR,CMCSA,DISCA,DISCK,DISH,EA,FB,FOXA,FOX,IPG,LYV,NFLX,NWSA,TMUS,TTWO,DIS,TWTR,VZ,VIAC
2018-04-02,64.15,1012.63,1006.47,29.05,303.87,31.44,21.58,19.57,37.21,118.56,155.39,,,20.06,38.17,280.29,14.82,59.62,95.92,95.95,28.04,41.41,
2018-04-03,64.53,1018.68,1013.41,29.28,306.37,31.58,22.03,20.17,38.50,119.35,156.11,,,20.10,36.61,283.67,15.04,59.59,95.86,96.69,27.54,41.71,
2018-04-04,65.31,1029.71,1025.14,29.70,311.69,32.37,22.54,20.66,38.78,119.95,155.10,,,20.47,38.43,288.94,15.17,59.75,96.96,98.17,28.25,42.09,
2018-04-05,65.57,1032.64,1027.81,29.91,317.02,32.64,22.63,20.73,39.46,121.07,159.34,,,20.61,38.97,293.97,15.15,59.81,98.63,99.30,28.64,42.36,
2018-04-06,63.63,1009.95,1007.04,29.49,310.67,32.19,22.62,20.73,38.51,118.20,157.20,,,20.49,37.75,288.85,14.91,59.65,94.63,97.59,28.10,41.69,
2018-04-09,64.82,1020.09,1015.45,29.53,316.51,32.03,22.53,20.67,38.42,118.70,157.93,,,20.57,37.32,289.93,15.05,59.74,96.51,96.96,28.01,41.72,
2018-04-10,65.56,1036.50,1031.64,30.06,308.24,31.94,22.60,20.68,39.24,120.55,165.04,,,20.97,38.31,298.07,15.34,63.13,97.64,98.58,29.53,42.92,
2018-04-11,64.90,1025.06,1019.97,29.59,303.33,31.66,22.55,20.55,38.84,118.62,166.32,,,20.56,37.99,303.67,15.19,62.92,96.62,98.03,29.39,42.31,
2018-04-12,66.25,1037.29,1032.51,29.52,306.34,31.25,23.18,21.35,38.68,120.93,163.87,,,20.62,38.03,309.25,15.30,63.02,97.84,97.63,29.00,42.45,
2018-04-13,64.93,1036.04,1029.27,29.50,305.91,31.15,22.83,21.04,38.53,120.37,164.52,,,20.65,37.78,311.65,15.12,61.95,97.19,97.59,28.76,42.38,
2018-04-16,65.60,1046.10,1037.98,29.92,312.84,31.63,23.40,21.49,38.97,122.03,164.83,,,21.13,38.49,307.78,15.34,62.75,98.47,97.48,28.58,43.03,
2018-04-17,67.29,1079.36,1074.16,29.69,310.48,31.39,23.77,21.96,38.69,124.14,168.66,,,21.55,38.97,336.06,15.48,63.02,102.21,99.36,31.84,43.44,
2018-04-18,67.70,1075.39,1072.08,29.56,317.46,31.39,23.51,21.74,39.11,124.76,166.36,,,21.33,39.38,334.52,15.42,62.90,102.50,98.43,31.54,43.23,
2018-04-19,66.70,1089.45,1087.70,29.23,315.55,31.58,23.38,21.63,38.52,122.95,168.10,,,21.82,39.47,332.70,15.57,63.25,100.77,98.12,31.54,43.06,
2018-04-20,65.34,1077.32,1072.96,29.11,310.94,31.33,23.16,21.46,37.23,120.73,166.28,,,21.23,39.25,327.77,15.55,63.09,98.38,97.48,31.91,42.59,
2018-04-23,65.27,1073.81,1067.45,29.29,309.97,31.95,23.77,22.14,37.28,119.44,165.84,,,21.34,40.11,318.69,15.56,62.29,98.12,97.40,31.22,43.27,
2018-04-24,64.40,1022.64,1019.98,29.38,301.28,31.46,23.94,22.35,36.78,118.43,159.69,,,21.36,39.80,307.02,15.29,62.58,96.38,96.73,30.47,44.17,
2018-04-25,63.88,1022.99,1021.18,29.55,300.35,32.32,24.10,22.56,36.86,116.52,159.69,,,21.55,39.47,305.76,15.27,63.93,96.22,98.37,29.75,44.55,
2018-04-26,65.38,1043.31,1040.04,27.79,298.15,31.44,24.15,22.64,36.81,119.44,174.16,,,21.67,40.27,313.98,15.36,64.10,99.19,97.09,30.27,44.25,
2018-04-27,64.84,1031.45,1030.05,27.74,263.33,30.01,23.95,22.50,34.74,117.31,173.59,,,21.14,39.56,311.76,15.40,64.52,98.63,96.50,29.00,45.85,
2018-04-30,65.39,1018.58,1017.33,27.45,271.29,29.61,23.65,22.22,33.55,117.82,172.00,,,20.88,39.47,312.46,15.37,60.51,99.71,97.57,30.31,43.88,
2018-05-01,66.82,1040.75,1037.31,27.32,279.40,30.25,24.01,22.55,33.43,119.67,173.86,,,20.73,39.75,313.30,15.40,59.43,104.30,97.31,30.30,43.41,
2018-05-02,67.40,1026.05,1024.38,26.92,274.78,29.53,23.58,22.28,33.33,118.78,176.07,,,20.29,40.11,313.36,15.11,56.97,104.88,96.88,30.55,42.46,
2018-05-03,65.85,1026.30,1023.72,26.81,271.36,29.25,22.87,21.63,33.09,120.01,174.02,,,20.50,40.43,311.69,15.27,55.92,105.10,96.04,30.67,42.54,
2018-05-04,68.83,1051.00,1048.21,26.98,276.07,30.15,23.16,21.88,33.39,123.48,176.61,,,20.94,45.50,320.09,15.52,57.26,108.76,98.37,31.04,42.85,
2018-05-07,69.35,1059.46,1054.79,26.90,278.10,30.56,23.39,22.13,33.90,123.76,177.97,,,20.84,45.07,326.26,15.76,56.54,110.20,99.66,31.33,42.44,
2018-05-08,68.60,1058.59,1053.91,26.61,271.01,28.86,23.05,21.83,29.81,123.73,178.92,,,20.78,43.04,326.89,15.74,55.58,111.30,98.99,31.85,41.81,
2018-05-09,70.28,1088.95,1082.76,26.36,270.13,28.99,22.28,21.11,31.12,130.84,182.66,,,20.99,42.87,330.30,15.88,56.32,115.99,97.22,32.46,41.24,
2018-05-10,71.85,1105.47,1097.57,26.76,272.83,29.77,23.82,22.57,31.78,133.58,185.53,,,21.43,42.80,329.60,15.95,56.85,117.06,98.88,32.87,41.97,
2018-05-11,70.66,1103.38,1098.26,27.11,272.81,30.09,24.03,22.84,31.38,132.63,186.99,,,21.47,42.52,326.46,14.60,56.39,116.09,99.26,32.75,43.23,
2018-05-14,70.66,1106.60,1100.20,27.02,272.84,30.32,23.83,22.51,31.83,132.35,186.64,,,21.44,42.72,328.53,15.21,56.46,114.40,99.62,33.39,43.12,
2018-05-15,69.16,1084.87,1079.23,26.94,270.31,30.20,22.96,21.70,31.99,129.94,184.32,,,21.42,43.90,326.13,15.18,56.37,113.47,100.09,32.75,42.49,
2018-05-16,69.31,1084.09,1081.77,27.12,272.33,30.71,23.69,22.45,32.98,130.69,183.20,,,21.28,43.83,328.19,15.28,56.53,113.07,102.15,32.77,42.56,
2018-05-17,70.62,1081.26,1078.59,26.81,268.17,30.58,23.02,21.82,32.65,130.64,183.76,,,21.18,44.43,325.22,15.14,56.68,113.88,101.47,32.58,42.55,
2018-05-18,70.95,1069.64,1066.36,26.91,270.17,30.87,22.57,21.42,32.35,131.82,182.68,,,21.04,44.31,324.18,15.03,56.93,115.81,101.07,32.63,42.45,
2018-05-21,70.42,1084.01,1079.58,27.36,266.55,30.51,22.63,21.44,31.84,132.73,184.49,,,21.06,44.86,331.82,15.10,57.19,115.96,101.20,33.63,43.06,
2018-05-22,70.32,1075.31,1069.73,27.23,267.66,30.67,23.16,22.00,31.97,132.00,183.80,,,21.04,44.44,331.62,15.01,57.18,113.24,101.21,32.86,43.40,
2018-05-23,70.70,1085.96,1079.69,27.14,274.09,30.08,22.57,21.34,30.98,133.32,186.90,,,20.51,44.06,344.72,14.89,57.02,112.60,100.06,33.42,43.21,
2018-05-24,69.78,1085.45,1079.24,27.52,268.43,29.84,22.48,21.24,30.49,131.31,185.93,,,20.48,43.50,349.29,14.92,56.98,112.07,99.30,33.52,43.25,
2018-05-25,70.43,1084.08,1075.66,27.29,270.20,29.95,22.34,20.95,30.71,131.67,184.92,,,20.37,43.37,351.29,14.98,56.59,112.02,99.39,33.63,43.14,
2018-05-29,69.62,1068.07,1060.32,27.14,266.36,29.73,21.90,20.41,30.26,131.08,185.74,,,20.04,42.91,349.73,14.50,56.62,110.78,96.95,34.04,42.86,
2018-05-30,69.67,1077.47,1067.80,27.34,266.94,29.70,21.40,19.94,29.93,131.20,187.67,,,20.01,43.33,353.54,14.81,56.33,110.63,97.23,34.36,43.21,
2018-05-31,69.89,1100.00,1084.99,27.13,261.04,29.41,21.09,19.77,29.55,130.74,191.78,,,20.00,42.63,351.60,14.45,55.70,112.08,96.74,34.70,42.39,
2018-06-01,71.97,1135.00,1119.50,27.26,261.87,29.49,20.95,19.85,29.08,135.51,193.99,,,20.16,43.57,359.93,14.63,56.87,114.59,96.63,36.65,42.51,
2018-06-04,71.74,1153.04,1139.29,27.21,267.98,29.52,21.09,19.97,29.03,134.48,193.28,,,20.35,43.52,361.81,14.70,57.12,113.68,97.48,37.88,42.52,
2018-06-05,71.72,1151.02,1139.66,27.44,265.95,29.32,21.74,20.65,29.41,136.78,192.94,,,20.39,43.66,365.80,15.02,57.16,113.26,97.19,39.80,42.65,
2018-06-06,73.71,1146.95,1136.88,28.02,275.09,30.44,22.36,21.17,31.12,136.76,191.34,,,20.52,44.88,367.45,15.10,57.60,112.59,99.11,40.10,43.05,
2018-06-07,72.88,1134.42,1123.86,28.38,278.19,30.19,22.77,21.47,32.00,136.73,188.18,,,20.54,45.16,361.40,15.06,57.82,113.42,99.65,39.70,43.58,
2018-06-08,73.22,1132.71,1120.87,28.40,277.26,30.26,23.02,21.80,32.08,137.69,189.10,,,20.65,45.86,360.57,15.21,57.80,113.42,101.12,41.21,43.73,
2018-06-11,73.92,1140.90,1129.99,28.70,283.06,30.19,23.89,22.63,32.12,138.97,191.54,,,21.07,46.11,361.45,15.26,57.99,113.32,101.48,41.42,43.84,
2018-06-12,74.84,1148.19,1139.32,28.84,290.98,30.55,24.02,22.82,32.38,139.59,192.40,,,20.96,46.18,363.83,15.39,58.09,114.70,101.46,43.49,43.40,
2018-06-13,75.56,1144.23,1134.79,27.05,285.02,30.49,24.41,23.14,32.86,143.09,192.41,,,20.82,46.48,379.93,15.24,58.68,118.46,103.39,44.07,42.15,
2018-06-14,76.59,1160.11,1152.12,27.30,295.61,31.91,25.50,24.15,34.08,144.20,196.81,,,21.06,46.55,392.87,15.41,59.53,121.84,105.76,46.76,42.52,
2018-06-15,76.29,1159.27,1152.26,27.83,297.20,31.96,27.17,25.31,34.61,146.45,195.85,,,21.06,46.93,391.98,15.37,60.01,121.51,105.86,45.80,42.73,
2018-06-18,76.74,1183.58,1173.46,27.02,295.25,30.74,27.21,25.34,34.45,144.67,198.31,,,21.11,46.97,390.40,15.44,60.36,120.69,104.12,46.00,42.20,
2018-06-19,76.12,1178.69,1168.06,27.19,292.99,30.95,27.55,25.68,34.01,142.90,197.49,,,20.87,46.96,404.98,15.34,60.54,117.83,103.18,44.95,43.13,
2018-06-20,75.73,1184.07,1169.84,26.87,290.34,31.50,28.21,26.18,34.81,143.35,202.00,,,20.92,47.11,416.76,15.40,60.34,118.01,104.20,46.13,42.76,
2018-06-21,74.95,1169.44,1157.66,26.53,291.86,30.93,27.94,25.94,33.75,142.96,201.50,,,21.03,47.03,415.44,15.18,60.00,116.50,102.98,45.24,43.24,
2018-06-22,74.88,1169.29,1155.48,26.60,299.30,31.90,28.12,26.25,34.91,141.07,201.74,,,21.36,48.73,411.09,15.21,60.79,116.96,103.42,45.88,44.25,
2018-06-25,73.62,1139.28,1124.81,26.62,295.53,31.25,28.10,26.10,34.15,140.33,196.35,,,21.06,47.77,384.48,14.94,59.73,116.73,101.58,44.17,44.10,
2018-06-26,74.18,1132.62,1118.46,26.55,299.30,30.92,27.94,25.85,34.09,140.18,199.00,,,21.10,47.76,399.39,14.92,59.70,115.91,101.39,44.84,43.84,
2018-06-27,72.36,1116.94,1103.98,26.57,296.04,30.46,28.19,26.08,33.62,137.57,195.84,,,20.84,46.98,390.39,14.85,59.34,113.96,101.10,43.70,43.85,
2018-06-28,74.91,1126.78,1114.22,27.02,295.05,30.78,28.48,26.30,33.60,140.44,196.23,,,21.18,48.69,395.42,14.93,59.86,118.06,101.89,44.79,45.22,
2018-06-29,75.22,1129.19,1115.65,26.96,293.21,30.95,27.50,25.50,33.61,140.83,194.32,,,20.94,48.57,391.43,14.91,59.75,118.36,101.93,43.67,44.73,
2018-07-02,76.16,1142.11,1127.46,27.04,293.91,31.47,27.42,25.58,33.03,143.29,197.36,,,20.57,49.17,398.18,14.57,59.91,119.87,102.43,44.98,44.83,
2018-07-03,74.78,1116.28,1102.89,27.46,299.51,31.40,27.36,25.34,33.21,141.04,192.73,,,19.95,48.22,390.52,14.69,59.14,118.15,101.18,43.89,45.08,
2018-07-05,75.09,1141.29,1124.27,27.37,296.18,31.43,27.64,25.57,33.55,143.04,198.45,,,20.01,49.08,398.39,14.69,60.06,120.82,102.44,45.06,45.60,
2018-07-06,76.07,1155.08,1140.17,27.44,304.43,31.86,27.87,25.76,34.99,144.91,203.23,,,20.42,49.69,408.25,14.81,61.14,123.44,102.72,46.65,45.77,
2018-07-09,75.73,1167.28,1154.05,27.41,308.22,31.84,28.30,26.14,35.71,144.45,204.74,,,20.63,50.04,418.97,14.91,61.34,121.97,103.93,44.14,45.64,
2018-07-10,75.09,1167.14,1152.84,27.71,305.71,31.64,28.40,26.22,34.93,144.00,203.54,,,21.00,49.96,415.63,15.17,61.18,121.15,103.94,43.75,46.18,
2018-07-11,77.47,1171.46,1153.90,27.17,301.37,32.04,27.67,25.61,33.51,145.53,202.54,,,20.76,49.77,418.65,14.95,60.18,122.74,105.91,43.87,46.18,
2018-07-12,80.19,1201.26,1183.48,27.48,305.02,32.78,27.56,25.52,33.38,148.41,206.92,,,20.76,51.18,413.50,14.96,61.58,126.24,106.12,45.26,46.09,
2018-07-13,80.32,1204.42,1188.82,27.00,304.84,32.93,27.44,25.51,33.59,148.53,207.32,,,20.81,51.54,395.80,14.99,61.68,126.35,107.84,44.49,46.24,
2018-07-16,79.07,1196.51,1183.86,27.20,304.19,33.18,27.35,25.35,32.76,146.48,207.23,,,21.17,51.24,400.48,14.82,61.63,125.89,108.03,44.26,46.40,
2018-07-17,79.78,1213.08,1198.80,27.08,302.03,32.52,26.38,24.60,31.78,148.54,209.99,,,19.89,51.44,379.48,14.79,61.21,126.68,108.13,44.71,46.26,
2018-07-18,80.10,1212.91,1195.88,27.04,299.60,32.30,26.58,24.77,31.20,148.73,209.36,,,20.14,51.77,375.13,14.95,60.52,126.81,108.51,43.34,46.00,
